,title,code,section,instructor,credit_hours,program,target_department,parent_department,type,repeat,lectures
200,Software Engineering,CS3006,BCS-6A,Dr. Zeeshan Ali Rana,3.0,BS,CS,CS,Core,False,"[{'room': 'F-312', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'F-312', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

201,Software for Mobile Devices,CS4039,BCS-6A,Mr. Usman Anwar,3.0,BS,CS,CS,Elective,False,"[{'room': 'F-312', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'F-312', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

202,Parallel and Distributed Computing,CS3009,BCS-6A,Dr. Abdul Qadeer,3.0,BS,CS,CS,Core,False,"[{'room': 'F-312', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'F-312', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

203,Applied Programming,CS4002,MCS-1A,Ms. Hira Butt,,MS,CS,CS,Core,False,"[{'room': 'C-1', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-1', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

204,Digital Logic Design,EE1005,BCS-2K,Mr. Umar Farooq,3.0,BS,CS,CS,Core,False,"[{'room': 'C-2', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'C-2', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}]"

205,Digital Logic Design,EE1005,BCS-2E,Dr. Amjad Hussain,3.0,BS,CS,CS,Core,False,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

206,Design and Analysis of Algorithms,CS2009,BSE-6A,Dr. Aasim Qureshi,3.0,BS,SE,CS,Core,False,"[{'room': 'C-3', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '12:50'}, {'room': 'C-3', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '12:50'}]"

207,Programming Fundamentals,CS1002,BCS-2A,Ms. Marwa Khan,3.0,BS,CS,CS,Core,True,"[{'room': 'C-4', 'day': 'Tuesday', 'start_time': '16:00', 'end_time': '17:20'}, {'room': 'C-4', 'day': 'Thursday', 'start_time': '16:00', 'end_time': '17:20'}]"

208,Digital Logic Design,EE1005,BCS-2C,Mr. Waqar Baig,3.0,BS,CS,CS,Core,False,"[{'room': 'C-6', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-6', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

209,Digital Logic Design,EE1005,BDS-2B,Mr. Zummar Saad,3.0,BS,DS,DS,Core,False,"[{'room': 'C-14', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '14:20'}, {'room': 'C-14', 'day': 'Thursday', 'start_time': '13:00', 'end_time': '14:20'}]"

210,Digital Logic Design,EE1005,BDS-2A,Mr. Zummar Saad,3.0,BS,DS,DS,Core,False,"[{'room': 'C-14', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '15:50'}, {'room': 'C-14', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '15:50'}]"

211,Principles of Leadership,MG3033,BCS-4A,Dr. Rao Aftab Ahmad,3.0,BS,CS,HSS,Elective,False,"[{'room': 'D-2', 'day': 'Tuesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'C-1', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}]"

212,Object Oriented Programming Lab,CL1004,BCS-2J1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-2', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '15:50'}]"

213,Object Oriented Programming Lab,CL1004,BCS-2J2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-2', 'day': 'Tuesday', 'start_time': '13:00', 'end_time': '15:50'}]"

214,Operating Systems Lab,CL2006,BCS-4C1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

215,Operating Systems Lab,CL2006,BCS-4C2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

216,Operating Systems Lab,CL2006,BCS-4A1,Ms. Rakshan Imtiaz,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

217,Operating Systems Lab,CL2006,BCS-4A2,Ms. Rakshan Imtiaz,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

218,Operating Systems Lab,CL2006,BCS-4D1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

219,Operating Systems Lab,CL2006,BCS-4D2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

220,Operating Systems Lab,CL2006,BCS-4E1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

221,Operating Systems Lab,CL2006,BCS-4E2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

222,Operating Systems Lab,CL2006,BCS-4J1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

223,Operating Systems Lab,CL2006,BCS-4J2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

224,Operating Systems Lab,CL2006,BCS-4K1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

225,Operating Systems Lab,CL2006,BCS-4K2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

226,Data Structures Lab,CL2001,BCS-4B1,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-8', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

227,Data Structures Lab,CL2001,BCS-4B2,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-8', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

228,Database Systems Lab,CL2005,BCS-4F1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

229,Database Systems Lab,CL2005,BCS-4F2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

230,Database Systems Lab,CL2005,BCS-4B1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

231,Database Systems Lab,CL2005,BCS-4B2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

232,Computer Networks Lab,CL3001,BSE-6A1,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

233,Computer Networks Lab,CL3001,BSE-6A2,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

234,Operating Systems Lab,CL2006,BCS-4G1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

235,Operating Systems Lab,CL2006,BCS-4G2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

236,Digital Logic Design Lab,EL1005,BSE-2A1,,1.0,BS,SE,SE,Core,False,"[{'room': 'Physics Lab', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '11:20'}]"

237,Digital Logic Design Lab,EL1005,BSE-2B1,,1.0,BS,SE,SE,Core,False,"[{'room': 'Physics Lab', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

238,Digital Logic Design Lab,EL1005,BCS-2D1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

239,Digital Logic Design Lab,EL1005,BSE-2A2,,1.0,BS,SE,SE,Core,False,"[{'room': 'Micro Lab', 'day': 'Tuesday', 'start_time': '08:30', 'end_time': '11:20'}]"

240,Digital Logic Design Lab,EL1005,BSE-2B2,,1.0,BS,SE,SE,Core,False,"[{'room': 'Micro Lab', 'day': 'Tuesday', 'start_time': '11:30', 'end_time': '14:20'}]"

241,Digital Logic Design Lab,EL1005,BCS-2D2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Tuesday', 'start_time': '14:30', 'end_time': '17:20'}]"

242,Requirement Engineering,CS5004,MSP-2A,,3.0,MS,SPM,SE,Core,False,"[{'room': 'F-201', 'day': 'Wednesday', 'start_time': '17:30', 'end_time': '20:20'}]"

243,Machine Learning for Cyber Security,CS5002,MCY-2A,Dr. Arshad Ali,3.0,MS,CY,CY,Elective,False,"[{'room': 'F-202', 'day': 'Wednesday', 'start_time': '17:30', 'end_time': '20:20'}]"

244,Software Design and Architecture,SE2002,BSE-4A,Dr. Ali Afzal Malik,3.0,BS,SE,SE,Core,False,"[{'room': 'F-203', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-203', 'day': 'Friday', 'start_time': '08:30', 'end_time': '09:50'}]"

245,Software Design and Architecture,SE2002,BSE-4B,Dr. Ali Afzal Malik,3.0,BS,SE,SE,Core,False,"[{'room': 'F-203', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-203', 'day': 'Friday', 'start_time': '10:00', 'end_time': '11:20'}]"

246,Formal Methods,SE2003,BSE-6A,,3.0,BS,SE,SE,Supporting Elective,False,"[{'room': 'F-312', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

247,Computer Organization and Assembly Language Lab,EL2003,BDS-4B1,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-2', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

248,Computer Organization and Assembly Language Lab,EL2003,BDS-4B2,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-2', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

249,Computer Networks Lab,CL3001,BSE-6B1,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

250,Computer Networks Lab,CL3001,BSE-6B2,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

251,Object Oriented Programming Lab,CL1004,BCS-2D1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '12:50'}]"

252,Object Oriented Programming Lab,CL1004,BCS-2D2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Wednesday', 'start_time': '10:00', 'end_time': '12:50'}]"

253,Computer Networks Lab,CL3001,BSE-6C1,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

254,Computer Networks Lab,CL3001,BSE-6C2,,1.0,BS,SE,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

255,Object Oriented Programming Lab,CL1004,BCS-2G1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

256,Object Oriented Programming Lab,CL1004,BCS-2G2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

257,Database Systems Lab,CL2005,BCS-4H1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

258,Database Systems Lab,CL2005,BCS-4H2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

259,Object Oriented Programming Lab,CL1004,BCS-2K1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

260,Object Oriented Programming Lab,CL1004,BCS-2K2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

261,Object Oriented Programming Lab,CL1004,BCS-2B1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

262,Object Oriented Programming Lab,CL1004,BCS-2B2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

263,Artificial Intelligence Lab,AL2002,BCS-6C1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-16', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

264,Artificial Intelligence Lab,AL2002,BCS-6C2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-16', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

265,Digital Logic Design Lab,EL1005,BCS-2B1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

266,Digital Logic Design Lab,EL1005,BCS-2H1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

267,Digital Logic Design Lab,EL1005,BCS-2F1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

268,Digital Logic Design Lab,EL1005,BCS-2B2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Wednesday', 'start_time': '08:30', 'end_time': '11:20'}]"

269,Digital Logic Design Lab,EL1005,BCS-2H2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Wednesday', 'start_time': '11:30', 'end_time': '14:20'}]"

270,Digital Logic Design Lab,EL1005,BCS-2F2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Wednesday', 'start_time': '14:30', 'end_time': '17:20'}]"

271,MS Practicum-II,CS5088,MSP-4A,,3.0,MS,SPM,SE,Core,False,"[{'room': 'F-201', 'day': 'Thursday', 'start_time': '17:30', 'end_time': '20:20'}]"

272,Advanced Analysis of Algorithms,CS5005,MCS-1A,Dr. Muhammad Irteza,3.0,MS,CS,CS,Core,False,"[{'room': 'F-202', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20'}]"

273,Deep Learning,DS5006,MDS-2A,Dr. Mubasher Baig,3.0,MS,DS,Specialized,Core,False,"[{'room': 'F-205', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20'}]"

274,Web Programming,CS4032,BCS-8A,Mr. Saad Farooq,3.0,BS,CS,CS,Elective,False,"[{'room': 'F-305', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '09:50'}, {'room': 'F-204', 'day': 'Friday', 'start_time': '08:30', 'end_time': '09:50'}]"

275,Web Programming,CS4032,BDS-8A,Mr. Saad Farooq,3.0,BS,DS,DS,Elective,False,"[{'room': 'F-305', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '11:20'}, {'room': 'F-204', 'day': 'Friday', 'start_time': '10:00', 'end_time': '11:20'}]"

276,Web Engineering Lab,SL3003,BSE-6A1,,1.0,BS,SE,SE,Core,False,"[{'room': 'Lab-2', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

277,Web Engineering Lab,SL3003,BSE-6A2,,1.0,BS,SE,SE,Core,False,"[{'room': 'Lab-2', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

278,Operating Systems Lab,CL2006,BCS-4B1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

279,Operating Systems Lab,CL2006,BCS-4B2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

280,Object Oriented Programming Lab,CL1004,BCS-2H1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

281,Object Oriented Programming Lab,CL1004,BCS-2H2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-3', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

282,Computer Organization and Assembly Language Lab,EL2003,BDS-4C1,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20'}]"

283,Computer Organization and Assembly Language Lab,EL2003,BDS-4C2,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Thursday', 'start_time': '08:30', 'end_time': '11:20'}]"

284,Operating Systems Lab,CL2006,BCS-4F1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

285,Operating Systems Lab,CL2006,BCS-4F2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

286,Database Systems Lab,CL2005,BCS-4G1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

287,Database Systems Lab,CL2005,BCS-4G2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

288,Database Systems Lab,CL2005,BCS-4J1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

289,Database Systems Lab,CL2005,BCS-4J2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

290,Database Systems Lab,CL2005,BCS-4D1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

291,Database Systems Lab,CL2005,BCS-4D2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

292,Database Systems Lab,CL2005,BCS-4E1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

293,Database Systems Lab,CL2005,BCS-4E2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

294,Database Systems Lab,CL2005,BCS-4C1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

295,Database Systems Lab,CL2005,BCS-4C2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Thursday', 'start_time': '11:30', 'end_time': '14:20'}]"

296,Database Systems Lab,CL2005,BCS-4A1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

297,Database Systems Lab,CL2005,BCS-4A2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-14', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

298,Database Systems Lab,CL2005,BCS-4K1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

299,Database Systems Lab,CL2005,BCS-4K2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-15', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

300,Digital Logic Design Lab,EL1005,BCS-2G1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '12:50'}]"

301,Digital Logic Design Lab,EL1005,BCS-2C1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Physics Lab', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

302,Digital Logic Design Lab,EL1005,BCS-2G2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Thursday', 'start_time': '10:00', 'end_time': '12:50'}]"

303,Digital Logic Design Lab,EL1005,BCS-2C2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Micro Lab', 'day': 'Thursday', 'start_time': '14:30', 'end_time': '17:20'}]"

304,Formal Methods,SE2003,BSE-6B,,3.0,BS,SE,SE,Supporting Elective,False,"[{'room': 'F-201', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

305,Applied Programming,CS5001,MDS-2A,<NA>,,MS,DS,DS,Core,True,"[{'room': 'F-202', 'day': 'Friday', 'start_time': '17:30', 'end_time': '20:20'}]"

306,Applied Programming,CS4002,MDS-2A,,,MS,DS,CS,Core,False,"[{'room': 'F-202', 'day': 'Friday', 'start_time': '17:30', 'end_time': '20:20'}]"

307,Object Oriented Programming Lab,CL1004,BDS-2A1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-1', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

308,Object Oriented Programming Lab,CL1004,BDS-2A2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-1', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

309,Object Oriented Programming Lab,CL1004,BDS-2B1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-1', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

310,Object Oriented Programming Lab,CL1004,BDS-2B2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-1', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

311,Programming Fundamentals Lab,CL1002,BCS-2A1,Ms. Marwa Khan,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-2', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

312,Programming Fundamentals Lab,CL1002,BCS-2A2,Ms. Marwa Khan,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-2', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

313,Computer Organization and Assembly Language Lab,EL2003,BCS-4A1,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-3', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

314,Computer Organization and Assembly Language Lab,EL2003,BCS-4A2,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-3', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

315,Computer Organization and Assembly Language Lab,EL2003,BCS-4B1,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-3', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

316,Computer Organization and Assembly Language Lab,EL2003,BCS-4B2,,1.0,BS,CS,CS,Core,True,"[{'room': 'Lab-3', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

317,Artificial Intelligence Lab,AL2002,BCS-6J1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

318,Artificial Intelligence Lab,AL2002,BCS-6J2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

319,Computer Organization and Assembly Language Lab,EL2003,BDS-4A1,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

320,Computer Organization and Assembly Language Lab,EL2003,BDS-4A2,,1.0,BS,DS,CS,Core,False,"[{'room': 'Lab-4', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

321,Artificial Intelligence Lab,AL2002,BCS-6A1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

322,Artificial Intelligence Lab,AL2002,BCS-6A2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

323,Artificial Intelligence Lab,AL2002,BCS-6K1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

324,Artificial Intelligence Lab,AL2002,BCS-6K2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-6', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

325,Artificial Intelligence Lab,AL2002,BDS-6A1,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-8', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

326,Artificial Intelligence Lab,AL2002,BDS-6A2,,1.0,BS,DS,DS,Core,False,"[{'room': 'Lab-8', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

327,Artificial Intelligence Lab,AL2002,BCS-6B1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

328,Artificial Intelligence Lab,AL2002,BCS-6B2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-8', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

329,Artificial Intelligence Lab,AL2002,BCS-6D1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

330,Artificial Intelligence Lab,AL2002,BCS-6D2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Friday', 'start_time': '08:30', 'end_time': '11:20'}]"

331,Object Oriented Programming Lab,CL1004,BCS-2A1,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

332,Object Oriented Programming Lab,CL1004,BCS-2A2,,1.0,BS,CS,CS,Core,False,"[{'room': 'Lab-13', 'day': 'Friday', 'start_time': '14:30', 'end_time': '17:20'}]"

